district,four_room,image,multiroom,name,one_room,room_types,studio,three_room,two_room
Раменский,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/56e6ca7167cc9.jpg,-1,МЖК «ЭКО ном и Я»,2445000,"studio,one_room,two_room,three_room",8900000,4504000,3094000
Люберецкий,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5f3e72c5abf98.jpg,-1,ЖК «Томилино Парк»,6792700,"studio,one_room,two_room,three_room",4409000,10167900,7306600
Останкинский,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/62dfdd1a60d34.jpg,-1,"Апарт-отель «Королева, 13»",13100000,"studio,one_room,two_room,three_room",8280000,32100000,17120000
Люблино,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5e6792fe14699.jpg,-1,ЖК Светлый мир «Станция «Л»,5900000,"studio,one_room,three_room",5750000,14250000,-1
Войковский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_61eaacae061fd.jpg,-1,Апарт-отель «КларНет»,10850000,"studio,one_room",5200000,-1,-1
Московский,16206000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5a253b34eebe7.jpg,-1,ЖК «Филатов луг»,7133000,"one_room,two_room,three_room,four_room",-1,12249000,8341000
Западное Дегунино,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_628df24b0621e.png,-1,Апарт-отель «AM-Studios»,-1,studio,2847100,-1,-1
Ленинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5074258959cf3.jpg,-1,ЖК «Завидное»,-1,two_room,-1,-1,5700000
Соколиная Гора,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_6292468cbe133.png,-1,Апарт-отель «Вольная 25»,-1,studio,4277800,-1,-1
Войковский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_62946fd5f0545.png,-1,Апарт-отель «Лофт на Соколе»,-1,studio,5415000,-1,-1
Таганский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_60b4fe3ef03ae.jpg,-1,"Апарт-отель «Лофт на Подъемной, 14»",-1,studio,2990000,-1,-1
Таганский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5f5a988141911.jpg,-1,"ЖК «Тессинский, 1»",62820000,"one_room,two_room,three_room",-1,160250000,131420000
Басманный,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/wm_6170189027558.jpg,-1,"Апарт-отель «Покровка, 29»",-1,studio,7514500,-1,-1
Дорогомилово,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/59d212722084b.jpg,-1,ЖК «Кутузовский XII»,-1,"two_room,three_room",-1,69000000,44500000
Свиблово,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6023cf0c106d3.jpg,-1,ЖК «Silver»,24512000,"one_room,two_room,three_room",-1,40368000,31672000
Даниловский,33102000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/60f15bf11916c.jpg,-1,Апарт-отель «Level Донской»,-1,"two_room,four_room",-1,-1,17919000
Басманный,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5e1df93cdaa55.jpg,-1,Апарт-отель «KAZAKOV Grand Loft»,-1,"two_room,three_room",-1,148434000,43618000
Котельники,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/639090f4b4ce8.jpg,-1,ЖК «Томилинский бульвар»,6376000,"studio,one_room,two_room,three_room",4746000,11640000,6233000
Хорошёво-Мнёвники,63970000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5bb4ea5e1d3ca.jpg,-1,ЖК «Серебряный парк»,-1,"two_room,four_room",-1,-1,34620000
Нижегородский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5fd0acff27663.jpg,-1,ЖК «Аквилон Beside»,9965000,"studio,one_room,two_room",7022900,-1,15278800
Клинский,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/5255684f51bc8.jpg,-1,ЖК «Олимп-3»,5100000,"one_room,two_room,three_room",-1,7700000,5620000
Наро-Фоминский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5f3c4d87a05ed.png,-1,МФК «Fabrik»,-1,studio,8250000,-1,-1
Тверской,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/620b90160d7b7.jpg,-1,Апарт-отель «RestArt»,45655000,"one_room,two_room,three_room",-1,60375000,57040000
Басманный,471000000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/620e207fd05a2.png,601000000,ЖК «Клубный дом Чистые Пруды»,75000000,"one_room,two_room,three_room,four_room,multiroom",-1,317000000,141000000
Можайский,53414200,https://st.novostroy.ru/regions/u/b/g/box_orig/62e3a5ce3d78a.jpg,-1,ЖК «TWICE»,17771800,"one_room,two_room,three_room,four_room",-1,38172700,27916800
Басманный,89735000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_62b0269e87ae0.jpg,129056000,ЖК «Ренессанс»,38365600,"studio,one_room,two_room,three_room,four_room,multiroom",27696000,67388900,46138400
Басманный,276950000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/627397a570b7a.jpg,324100000,"Апарт-отель «Ильинка, 3/8»",79800000,"one_room,two_room,three_room,four_room,multiroom",-1,220350000,134850000
Филёвский Парк,50643000,https://st.novostroy.ru/regions/u/b/g/box_orig/513f1c908e4b7.jpg,-1,МФК «Береговой»,23310000,"one_room,two_room,three_room,four_room",-1,27249000,24198000
Покровское-Стрешнево,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_63637cc4156fd.png,-1,Апарт-отель «Лофт Волоколамское»,-1,studio,3506000,-1,-1
Западное Дегунино,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/61891f441e75f.jpg,-1,МФК «ГОРОД daily»,-1,studio,6500000,-1,-1
Чеховский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5e41837026394.jpg,-1,МЖК «Морозовка»,-1,two_room,-1,-1,5390000
Химки,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/618a51814202c.jpg,-1,ЖК «Фрунзенский»,4822500,"studio,one_room,two_room",4476250,-1,6175200
Раменки,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5b856fbc638f0.jpg,-1,МФК «Мосфильмовская»,-1,three_room,-1,49500000,-1
Дмитровский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/59a3e9e2d942d.jpg,-1,ЖК «Лесной квартал»,4200000,"one_room,two_room",-1,-1,5440000
Люберецкий,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5c211e6c336c6.jpg,-1,ЖК «Цветной бульвар»,-1,two_room,-1,-1,5622000
Бескудниковский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5bd867ab32350.jpg,-1,ЖК «Талисман на Дмитровском»,11600000,"one_room,two_room",-1,-1,14500000
Пресненский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/530b168101f27.jpg,-1,ЖК «Резиденция Монэ»,-1,three_room,-1,95000000,-1
Хамовники,300000000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5c408a1c2fb5f.jpg,-1,ЖК «Villa Grace»,-1,four_room,-1,-1,-1
Серпуховский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5d023e66473a8.jpg,-1,МЖК «Скрылья»,3020000,"one_room,two_room",-1,-1,4299400
Раменки,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5d651d56609d0.jpg,-1,МФК «Пироговская 14»,67520000,"one_room,two_room,three_room",-1,154462000,104700000
Люберецкий,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5b8486727510b.jpg,-1,ЖК «Новое Лыткарино»,5385000,"studio,one_room,three_room",4310600,7890000,-1
Раменки,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/61cafcd2cf171.jpg,-1,ЖК «Инноватор»,-1,"studio,two_room,three_room",11823900,23120800,16513500
Нагатино-Садовники,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/624fce4524b2b.jpg,-1,ЖК «1-й Нагатинский»,15094000,"studio,one_room,two_room,three_room",12179000,28697000,20361000
Пресненский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5bffc7e33fb30.jpg,-1,"ЖК Клубный дом «Малая Бронная, 15»",-1,three_room,-1,542800000,-1
Кузьминки,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6164300067e18.jpg,-1,Апарт-отель «Апартаменты в Кусково»,-1,studio,3890000,-1,-1
Ногинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5cee5ed009d71.jpg,-1,ЖК «Полет» (Ногинск),6852000,"one_room,two_room,three_room",-1,9196000,6688000
Ярославский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/4fd1e44399189.jpg,-1,МФК «Триколор»,-1,"two_room,three_room",-1,38080000,33739000
Мещанский,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/546f326ec9658.jpg,-1,МФК «Волга»,11309000,"one_room,two_room,three_room",-1,20626000,17484000
Раменки,110312000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5a0aedab230a8.jpg,110312000,ЖК «Вишневый сад»,-1,"four_room,multiroom",-1,-1,-1
Первомайское,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/603f3d6bc243f.jpg,-1,ЖК «Ново-Никольское»,6650000,"one_room,two_room,three_room",-1,10370000,8894000
Солнечногорский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/600f070aeefb5.jpg,-1,ЖК «Парковый» (Солнечногорск),5658000,"studio,one_room,two_room,three_room",4992000,12450000,8690000
Красногорский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6300d0937f2b6.png,-1,МЖК «Красногорск Парк»,-1,two_room,-1,-1,8586000
Кунцево,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/519f414631755.jpg,-1,ЖК «Парк Рублево»,-1,three_room,-1,95000000,-1
Сокольники,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5fa04aa601d5e.jpg,-1,МФК «Резиденция Сокольники»,13700000,"studio,one_room,two_room,three_room",11750000,34156000,25460000
Можайский,53500000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5dfc8ff6c63d0.jpg,-1,ЖК «LIFE-Кутузовский»,-1,four_room,-1,-1,-1
Савёловский,37417000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/59e60caff3564.jpg,-1,МФК «Искра-Парк»,19490000,"one_room,two_room,three_room,four_room",-1,31472000,29478000
Очаково-Матвеевское,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/5936a77252872.jpg,-1,МФК «Citimix»,-1,"studio,two_room",5000000,-1,18569000
Сокол,52116000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5cf145e0e2227.jpeg,75184000,МФК «Маршал»,18445000,"one_room,three_room,four_room,multiroom",-1,37075000,-1
Свиблово,19583000,https://st.novostroy.ru/regions/u/b/g/box_orig/6380995a3690a.png,-1,Апарт-отель «Мираполис»,7764000,"studio,one_room,two_room,three_room,four_room",5226000,12994000,8137000
Крюково,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_624ea0be57322.jpg,-1,ЖК «My Space в Зеленограде»,-1,studio,4440000,-1,-1
Химки,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5cab282056562.jpg,-1,ЖК «Аврора (Химки)»,11454000,"one_room,two_room,three_room",-1,18238000,14512000
Западное Дегунино,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6360b84470899.jpg,-1,ЖК «Ильменский 17»,12361000,"one_room,two_room,three_room",-1,19617000,12958000
Лыткарино,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5cf661c1e59f8.jpg,-1,ЖК «Гармония Парк»,-1,"studio,two_room",2933000,-1,6512300
Даниловский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5dfc9abc42af0.jpg,-1,ЖК «Резиденции композиторов»,-1,studio,13685000,-1,-1
Десёновское,13980000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/577a2dc718816.jpg,13980000,Апарт-отель «Троицкий берег»,-1,"two_room,three_room,four_room,multiroom",-1,7550000,7514000
Замоскворечье,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/57bc581956921.jpg,509040000,ЖК «Симфония набережных»,-1,"three_room,multiroom",-1,150000000,-1
Фили-Давыдково,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5dfa13834f913.jpg,113800000,ЖК «Shome»,18500000,"one_room,two_room,three_room,multiroom",-1,29788000,21171000
Ленинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5c877f699f85a.jpg,-1,ЖК «Зеленые аллеи»,6718000,"one_room,three_room",-1,9697000,-1
Марьина Роща,27488000,https://st.novostroy.ru/regions/u/b/g/box_orig/635a9092ea27f.jpg,-1,ЖК «Шереметьевский»,15813000,"one_room,three_room,four_room",-1,20583000,-1
Северное Медведково,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/58cbfa80baa3a.jpg,-1,ЖК «Shirokaya»,6997000,"one_room,two_room,three_room",-1,15429000,9826000
Даниловский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/632865e5d8a3c.png,-1,Апарт-отель «Инсайдер»,16438900,"studio,one_room,two_room",8621500,-1,24743500
Пресненский,180800000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5e05da8e8c14a.jpg,-1,ЖК «Eleven»,83100000,"one_room,two_room,three_room,four_room",-1,185600000,78300000
Выхино-Жулебино,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/635926827e5a4.jpg,-1,ЖК «Люберцы парк»,-1,studio,6307000,-1,-1
Останкинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_6282744ce25be.png,-1,"Апарт-отель «Лофт на Ольминского, 7»",-1,studio,6910500,-1,-1
Северное Медведково,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/627e46b4d0823.jpg,-1,МФК «Clementine»,6487100,"studio,one_room,two_room",4355000,-1,9294900
Митино,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/605490f6234b2.jpg,-1,ЖК «Микрогород «В лесу»,-1,three_room,-1,22724000,-1
Сосенское,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/5167f90d98d81.jpg,-1,ЖК «Дубровка»,13360000,"one_room,two_room,three_room",-1,22921000,19071000
Выхино-Жулебино,18900000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/60264e1142674.jpg,-1,ЖК «Twin House»,-1,"three_room,four_room",-1,14800000,-1
Дорогомилово,156855000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/59b80ed370e59.jpg,-1,МФК «Neva Towers»,36708000,"one_room,two_room,three_room,four_room",-1,70497000,46480000
Ивантеевка,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5cee4ee14f975.jpg,-1,ЖК «Финский»,4631800,"one_room,two_room,three_room",-1,6220400,5629000
Филёвский Парк,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5e0476609225a.jpg,-1,МФК «Match Point»,-1,"two_room,three_room",-1,66268000,34447000
Кузьминки,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_60eed696e7041.jpg,-1,Апарт-отель «New Form Жигулевская»,-1,studio,3430000,-1,-1
Раменки,65000000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/59cca6e10619b.jpg,300000000,ЖК «Воробьев дом»,-1,"two_room,three_room,four_room,multiroom",-1,48000000,39000000
Ростокино,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6087f4eb3b3f1.png,-1,ЖК «Я51»,11933400,"studio,one_room,two_room,three_room",8900000,18387600,17009900
Алтуфьевский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5dc9407e208f6.jpg,-1,ЖК «В стремлении к свету...»,7190000,"one_room,three_room",-1,18990000,-1
Мытищинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5dfb8ad545fab.jpg,-1,ЖК «Лидер парк»,7900000,"studio,one_room,two_room,three_room",6000000,9800000,9400000
Можайский,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/57ce993f64ab2.jpg,-1,МФК «Sky Skolkovo»,4200000,one_room,-1,-1,-1
Арбат,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5fac4fdf7a83d.jpg,230120000,МФК «Пречистенка 8»,68385000,"studio,one_room,two_room,multiroom",80620000,-1,116254000
Ногинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5d0905aeb90a4.jpg,-1,ЖК «Высоково»,-1,"studio,two_room,three_room",3232000,5802900,5422500
Мытищинский,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/5935585685350.jpg,-1,ЖК «Отрадный»,6475000,"studio,one_room,two_room,three_room",5681000,11004000,10512000
Пушкинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5dc2d501b5ce6.png,-1,ЖК «Серебро»,7519000,"studio,one_room,two_room,three_room",4526500,8016300,8902600
Дмитровский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5ec7b15913024.jpg,-1,ЖК «Дмитров Сити»,4788000,"studio,one_room,two_room,three_room",3900000,7630000,6390000
Мытищинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6358eda332661.jpg,-1,ЖК «Катуар»,4783000,"one_room,two_room",-1,-1,6258000
Пресненский,287837000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6082bd00bc239.jpg,384911000,МФК «Большая Дмитровка IX»,-1,"two_room,three_room,four_room,multiroom",-1,102313000,86067000
Таганский,46534000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/589895a73d1ae.jpg,-1,ЖК «The Mostman»,-1,"two_room,four_room",-1,-1,30226000
Хорошёвский,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/5a8e957b89f4f.jpg,-1,ЖК «Лица»,-1,"two_room,three_room",-1,36849000,36999000
Одинцовский,14087300,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5f4785932d339.jpg,-1,ЖК «Союзный»,7972300,"studio,one_room,two_room,three_room,four_room",6111800,11210600,7772400
Левобережный,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/60d0b23aa2514.jpg,-1,"Апарт-отель «Досфлота, 10»",23111600,"one_room,two_room,three_room",-1,41211400,30990100
Даниловский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/620a09092d8d3.jpg,-1,Апарт-отель «Logos»,13903000,"studio,one_room,two_room,three_room",12332000,47580000,27805000
Богородское,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/599ff3d592ad7.jpg,-1,ЖК «Время»,13726000,"one_room,two_room,three_room",-1,26177000,18930000
Головинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5f439f0dbc569.jpg,-1,ЖК «Ленинградка 58»,-1,"two_room,three_room",-1,29037000,29619000
Замоскворечье,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/61558e18c931c.jpg,-1,Апарт-отель «Cult»,59050000,"studio,one_room,two_room",31285000,-1,100210000
Химки,14841000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/62ce7703c0e11.jpg,-1,ЖК «Мишино-2»,7151000,"studio,one_room,two_room,three_room,four_room",5200000,12100000,10504000
Савёловский,92220000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/61b740e30ed11.png,-1,Апарт-отель «GloraX Aura Belorusskaya»,28980000,"studio,one_room,two_room,three_room,four_room",18099000,42940000,35200000
Даниловский,29669600,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/619f4210ab991.jpg,-1,ЖК «Rotterdam»,14968300,"studio,one_room,two_room,three_room,four_room",12003800,21672200,19411300
Богородское,35639000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5d5a9068ad4d1.jpg,-1,ЖК «Большая Семерка»,14300000,"one_room,two_room,three_room,four_room",-1,27684000,18635000
Солнечногорский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/544a466778674.jpg,-1,ЖК «Первый Зеленоградский»,4692000,"one_room,two_room,three_room",-1,7514000,6656000
Головинский,28804000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/60bf335052d11.jpg,-1,ЖК «Михалковский»,10963000,"studio,one_room,two_room,three_room,four_room",8510000,23343000,15235000
Хамовники,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5ee9d05d78f70.jpg,614620000,Апарт-отель «Roza Rossa»,79082900,"one_room,two_room,three_room,multiroom",-1,285119000,119251000
Метрогородок,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6360c649c49eb.jpg,-1,ЖК «Открытый парк»,7477000,"studio,one_room,two_room,three_room",5290000,14680000,10533000
Замоскворечье,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5f56092532bbe.jpg,-1,МФК «Амарант»,20857000,"studio,one_room,two_room",13622000,-1,27170000
Котельники,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/58e222255d235.jpg,-1,Квартал «Новые Котельники»,3730000,"one_room,two_room,three_room",-1,9995000,5927000
Щукино,51217000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5de8f71887c71.jpg,-1,ЖК «TREND»,20000000,"one_room,four_room",-1,-1,-1
Нагатинский Затон,33450000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6272626624b4d.jpg,-1,Апарт-отель «WOW»,19810000,"studio,one_room,two_room,three_room,four_room",14200000,25290000,19200000
Люберецкий,11500000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/61a4ba4d045df.jpg,-1,МФК «Люберцы 2023»,4759000,"studio,one_room,two_room,three_room,four_room",4132200,6644700,5622000
Молжаниновский,13267100,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/623ad4075af0e.jpg,-1,ЖК «Молжаниново»,8140200,"studio,one_room,two_room,three_room,four_room",6512000,10846800,8328900
Одинцовский,26060600,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/60be10b672bae.jpg,-1,ЖК «Заречный квартал»,7932400,"one_room,two_room,three_room,four_room",-1,31868000,16460000
Нижегородский,28715000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5ee8945eaf1ab.jpg,-1,ЖК «Соседи 21/19»,11934900,"one_room,two_room,three_room,four_room",-1,24590400,18603900
Метрогородок,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5b6ab9f2f1848.jpg,-1,МФК «Сиреневый парк»,9870900,"studio,one_room,two_room,three_room",7377400,16354600,14957600
Левобережный,50600000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/wm_6050f55c8fa99.jpg,68050000,ЖК «Aquatoria»,19850000,"one_room,two_room,three_room,four_room,multiroom",-1,30000000,23800000
Кокошкино,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/52aed970b3bed.jpg,-1,ЖК «Внуково Парк-1»,5838000,"one_room,two_room,three_room",-1,8901000,6678000
Хамовники,92755000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/605b30092f361.jpg,152416000,ЖК «Savvin River Residence»,-1,"two_room,three_room,four_room,multiroom",-1,152550000,73395000
Дорогомилово,127914000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6114f79ac780a.jpg,-1,"Апарт-отель «Поклонная, 9»",-1,"two_room,three_room,four_room",-1,94442000,47887000
Дорогомилово,85030000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6295eabb7518e.jpg,156759000,ЖК «Onest»,-1,"two_room,three_room,four_room,multiroom",-1,57966000,39124000
Преображенское,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/62fe425711227.png,-1,ЖК «Преображенская площадь»,18518000,"one_room,two_room,three_room",-1,40294000,27336000
Богородское,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/62e3aa442b6b5.png,-1,ЖК «Self»,11304300,"studio,one_room,two_room,three_room",8460000,20441900,17402100
Савёловский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6070458fb68f8.jpg,50768000,ЖК «D1»,22836000,"one_room,three_room,multiroom",-1,35480000,-1
Раменки,47500000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5a6efdbe3b8b7.jpg,-1,ЖК «Небо»,17900000,"one_room,two_room,three_room,four_room",-1,34000000,23000000
Красногорский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5fd9de35db970.jpg,-1,Апарт-отель Клубный дом «Рублево»,14330000,"studio,one_room,two_room,three_room",9830000,25950000,16120000
Покровское-Стрешнево,24849800,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/61c1953caf03c.jpg,-1,ЖК «Sky Garden»,13501300,"studio,one_room,two_room,three_room,four_room",10840200,17476700,13719400
Савёловский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5e4be9f57dd6c.jpg,-1,МФК «Alcon Tower»,-1,"two_room,three_room",-1,54009000,39173000
Головинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/623dc1f3cd317.jpg,-1,Апарт-отель «Monodom Lake»,-1,"studio,two_room",8494000,-1,15750000
Солнечногорский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/59ca566ced15a.jpg,-1,МЖК «Бакеево-Парк»,4070000,"one_room,two_room,three_room",-1,8500000,6218000
Хамовники,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/60a6472686436.jpg,-1,МФК «LUNAR»,31000000,"studio,one_room,two_room,three_room",22722700,90963200,50348900
Одинцовский,-1,https://st.novostroy.ru/regions/u/b/g/box_orig/5824506d02cd6.jpg,-1,МЖК «Грибовский лес»,8747300,"studio,one_room,two_room,three_room",9203400,13897200,10275700
Западное Дегунино,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5f4d130018537.jpg,-1,МФК «Любовь и голуби»,16335000,"studio,one_room,two_room,three_room",11093000,26402000,21394000
Ногинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/60e427cf5d9bb.jpg,-1,ЖК «Новоград Монино»,4189900,"one_room,two_room,three_room",-1,6885100,5089000
Люберецкий,11685800,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6012d114c46e1.jpg,-1,ЖК «Pilot 9-18»,5251100,"one_room,two_room,three_room,four_room",-1,9084400,5950000
Хорошёво-Мнёвники,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6079f9e0da793.jpg,-1,Апарт-отель «Wellton Gold»,14696000,"one_room,two_room,three_room",-1,19216000,18948000
Ленинский,12310300,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/60eda0c753508.jpg,-1,ЖК «Миловидное»,4100000,"studio,one_room,two_room,three_room,four_room",4700000,8192900,7287800
Одинцовский,11226000,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/6091454ea6bc0.png,-1,МФК «Равновесие»,4800000,"one_room,two_room,three_room,four_room",-1,8541000,6000000
Мытищинский,-1,https://novostroy-a.akamaihd.net/regions/u/b/g/box_orig/5c73fff23eb4d.jpg,-1,ЖК «Пироговская Ривьера»,3786000,"one_room,two_room,three_room",-1,10291000,6102000
